ID,Vulnerability description,Location,Module,Type,Threat,Time,Attack surfaces,Skills,US EPA size classifications,SAE international level,Car models
548,XX enterprise automobile QNX System Unsafe District File File configuration,In-vehicle,IVI,File accessing,Low,2023-3-8,1,Reverse engineering,Small SUV,l2,Chinese
549,XX enterprise automobile IVI Open Hidden Function Vulnerability,In-vehicle,IVI,Unauthorized accessing,Low,2023-3-8,1,Penetration testing,Minivan,l2,Chinese
550,XX enterprise automotive automotive Network FTP FTP weak passage vulnerability,In-vehicle,IVI,Weak password,Low,2023-3-8,1,Port scanning,Small SUV,l2,Chinese
551,XX enterprise automobile Remote Playing Music,In-vehicle,IVI,Unauthorized accessing,Low,2023-3-8,3,Traffic analysis,Small SUV,l2,Chinese
552,XX enterprise automotive Remote Air Conditioning,In-vehicle,IVI,Unauthorized accessing,Low,2023-3-8,3,Traffic analysis,Small SUV,l2,Chinese
553,XX enterprise automotive vehicle machine system exists in any file read and write loopholes,In-vehicle,IVI,File accessing,Medium,2023-3-8,1,Reverse engineering,Standard SUV,l3,German
554,XX enterprise automobile IVI has VIN code vulnerabilities,In-vehicle,IVI,File tampering,Low,2023-3-7,1,Penetration testing,Minivan,l2,Chinese
555,XX enterprise automobile via symbol connection leading to continuous operation,In-vehicle,ECU,DoS,High,2023-3-7,1,Penetration testing,,-,-
556,XX enterprise automobile CleanLinending Caps overflow,In-vehicle,ECU,Buffer overflow,High,2023-3-7,1,Penetration testing,,-,-
557,XX enterprise automobile Gets Remote ROOT permissions,In-vehicle,IVI,Privilege escalation,Medium,2023-3-7,3,Port scanning,Large car,l2,Chinese
558,XX enterprise automotive Software Signing Inspection Conditions Radio Leading Ren Code Execution,In-vehicle,IVI,Command injection,High,2023-3-7,1,Penetration testing,,-,-
559,XX enterprise automotive Machine Installing Third -Party Software,In-vehicle,IVI,Arbitrary software installation,Medium,2023-3-7,1,Reverse engineering,Large car,l2,Chinese
560,XX enterprise automotive IVI Engineering Mode No Password,In-vehicle,IVI,Weak password,Low,2023-3-7,1,Port scanning,Minivan,l2,Chinese
561,XX enterprise automobile Motor Modification Data Data Data Data and other instrumental data,In-vehicle,IVI,File tampering,Low,2023-3-6,1,Traffic analysis,Small SUV,l2,Chinese
562,XX enterprise automobile QNX System Dynamic Library Mingwen Storage Key,In-vehicle,IVI,Weak password,Medium,2023-3-6,1,Reverse engineering,Small SUV,l2,Chinese
563,XX enterprise automotive HEADUNIT system exists in any code execution vulnerability,In-vehicle,IVI,Command injection,Medium,2023-3-6,1,Penetration testing,Standard SUV,l3,German
564,XX enterprise automobile QNX Existence of Permanent Accounts Weak Pass Lovine Vulnerability,In-vehicle,ECU,Weak password,Medium,2023-3-6,1,Reverse engineering,Small SUV,l2,Chinese
565,XX enterprise automobile QNX System Unsafe District File File configuration,In-vehicle,IVI,File accessing,Low,2023-3-5,1,Reverse engineering,Small SUV,l2,Chinese
566,XX enterprise automobile Remote Closing instrument Information Vulnerability,In-vehicle,IVI,File tampering,Low,2023-3-5,3,Penetration testing,Small SUV,l2,Chinese
567,XX enterprise automotive Engineering Mode No Password Verification,In-vehicle,IVI,Unauthorized accessing,Low,2023-3-5,1,Port scanning,,-,-
568,XX enterprise automobile Remote Closing the screen vulnerability,In-vehicle,IVI,File tampering,Medium,2023-3-5,1,Penetration testing,Small SUV,l2,Chinese
569,XX enterprise automotive automotive Network FTP FTP weak passage vulnerability,Network,Network,Weak password,Low,2023-3-5,1,Port scanning,Small SUV,l2,Chinese
570,XX enterprise automotive Cycling Telnet Telnet remote login weak passage loopholes,Network,Network,Weak password,Low,2023-3-5,1,Port scanning,Small SUV,l2,Chinese
571,XX enterprise automotive IVI Existence Permanent Enhancement Vulnerability,In-vehicle,IVI,Privilege escalation,Medium,2023-3-5,1,Reverse engineering,Small SUV,l2,Chinese
572,XX enterprise automobile Gets Remote ROOT permissions,In-vehicle,IVI,Privilege escalation,Medium,2023-3-5,1,Port scanning,Small SUV,l2,Chinese
573,XX enterprise Auto Motor Motor Play Music Vulnerability,In-vehicle,IVI,File tampering,Low,2023-3-5,1,Port scanning,Small SUV,l2,Chinese
574,"The XX enterprise IVI exists arbitrarily covered the system APP, which causes the permissions to increase the vulnerability",In-vehicle,IVI,Privilege escalation,Low,2023-3-4,1,Reverse engineering,Small SUV,l2,Chinese
575,XX enterprise IVI exists any app installation vulnerability,In-vehicle,IVI,Arbitrary software installation,Medium,2023-3-4,1,Reverse engineering,Small SUV,l2,Chinese
576,XX corporate vehicle can install third -party software arbitrarily,In-vehicle,IVI,Arbitrary software installation,Medium,2023-3-4,1,Reverse engineering,Small SUV,l2,Chinese
577,XX enterprise vehicle Network Cloud Platform Batch Get VIN identification number vulnerability,Outside-vehicle,Cloud platform,Information leakage,Low,2023-3-3,3,Penetration testing,Mid-Size car,l2,German
578,XX enterprise vehicle Network Cloud Platform has the level of existence of the more power loopholes,Outside-vehicle,Cloud platform,Unauthorized accessing,Medium,2023-3-3,3,Penetration testing,Mid-Size car,l2,German
579,There is a vulnerability in the login office of the XX enterprise car networking platform background management,Outside-vehicle,Cloud platform,Weak password,Medium,2023-3-13,3,Penetration testing,Small SUV,l2,Chinese
580,XX enterprise vehicle Internet Cloud Platform Reject Service Vulnerability,Outside-vehicle,Cloud platform,DoS,Low,2023-3-3,3,Penetration testing,Mid-Size car,l2,German
581,XX enterprise Intelligent Management System Scene Engine Platform Information Leakage,Outside-vehicle,Cloud platform,Information leakage,Low,2023-3-3,3,Penetration testing,,-,-
582,The XX enterprise APP has local rejection of service vulnerabilities,Outside-vehicle,APP,DoS,Low,2023-2-15,3,Reverse engineering,Mid-Size car,l2,Korean
583,The XX enterprise APP has local rejection of service vulnerabilities,Outside-vehicle,APP,DoS,Low,2023-2-15,3,Reverse engineering,Mid-Size car,l2,Korean
584,The XX enterprise APP has local rejection of service vulnerabilities,Outside-vehicle,APP,DoS,Low,2023-2-15,3,Reverse engineering,Mid-Size car,l2,German
585,XX enterprise automobile bypass the third -party APK verification detection for installation,In-vehicle,IVI,Arbitrary software installation,High,2023-2-15,1,Reverse engineering,,-,-
586,XX enterprise Data Management Platform information leakage+unauthorized vulnerability,Outside-vehicle,Cloud platform,Unauthorized accessing,Medium,2023-2-13,3,Penetration testing,,-,-
587,The official APP of the XX enterprise automobile has local rejection of service vulnerabilities,Outside-vehicle,APP,DoS,Low,2023-2-13,3,Reverse engineering,Mid-Size car,l2,American
588,XX enterprise sensitive information leakage+unauthorized,Outside-vehicle,Cloud platform,Information leakage,High,2023-2-13,3,Penetration testing,,-,-
589,The component of the XX enterprise automotive APP has local rejection of service vulnerabilities,Outside-vehicle,APP,DoS,Low,2023-2-10,3,Reverse engineering,Mid-Size car,l2,American
590,The official app of the XX enterprise has local rejection of service vulnerabilities,Outside-vehicle,APP,DoS,Low,2023-2-10,3,Reverse engineering,Mid-Size car,l2,Japanese
591,XX enterprise automobile Existence can turn on the engineering mode to enter ADB debugging to achieve the effect of control,In-vehicle,IVI,Unauthorized accessing,High,2023-2-7,1,Penetration testing,,-,-
592,The XX enterprise APP has local rejection of service vulnerabilities,Outside-vehicle,APP,DoS,Low,2023-2-13,3,Reverse engineering,Mid-Size car,l2,American
593,There is a SQL injection vulnerability in a system of xx enterprises,Outside-vehicle,Cloud platform,SQL injection,Medium,2023-2-1,3,Penetration testing,,-,-
594,There are any file download vulnerabilities in an XX enterprise car system,Outside-vehicle,Cloud platform,File download,Medium,2023-2-1,3,Penetration testing,,-,-
595,There is a remote RCE in the XX enterprise automobile management system,Outside-vehicle,Cloud platform,Command injection,High,2023-2-1,3,Penetration testing,,-,-
596,XX enterprise automobile Existing Monitoring 22342 Port may be used,In-vehicle,IVI,Unauthorized accessing,Low,2023-1-17,1,Port scanning,Standard SUV,l1,Chinese
597,XX enterprise automobile TBOX has remote command execution vulnerabilities,In-vehicle,T-Box,Command injection,Medium,2023-1-17,1,Penetration testing,Compact car,l2,Chinese
598,XX enterprise automobile TBOX leaked MQTT and other certificates,In-vehicle,T-Box,Information leakage,Low,2023-1-17,3,Traffic analysis,Standard SUV,l2,American
599,XX enterprise automobile TBOX remote file access may modify and upgrade package,In-vehicle,T-Box,Upgrade forgery,Medium,2023-1-17,3,Penetration testing,Standard SUV,l2,American
600,XX enterprise automobile TBOX remote command execution problem,In-vehicle,T-Box,Command injection,Medium,2023-1-17,3,Penetration testing,Standard SUV,l2,American
601,XX enterprise automobile IVI leaks internal FTP information,In-vehicle,IVI,Information leakage,Low,2023-1-17,1,Port scanning,Standard SUV,l2,American
602,XX enterprise automobile TBOX4G network isolation problem can cause batch attack invasion,In-vehicle,T-Box,Unauthorized accessing,Low,2023-1-17,1,Penetration testing,Standard SUV,l2,American
603,XX enterprise automobile Remote Get Screenshot,In-vehicle,IVI,Unauthorized accessing,Low,2023-1-14,3,Port scanning,Standard SUV,l2,Chinese
604,XX enterprise automobile remote control vehicle screen,In-vehicle,IVI,Unauthorized accessing,Low,2023-1-14,3,Port scanning,Standard SUV,l2,Chinese
605,XX enterprise automobile Remote Control Camera Vulnerability,In-vehicle,IVI,Unauthorized accessing,Low,2023-1-14,3,Port scanning,Standard SUV,l2,Chinese
606,XX enterprise automotive Remote Control Radio Ritter Vulnerability,In-vehicle,IVI,Unauthorized accessing,Low,2023-1-14,3,Port scanning,Standard SUV,l2,Chinese
607,There are vulnerabilities in the XX enterprise car car Include kernel module,In-vehicle,IVI,Kernel,Medium,2023-1-14,1,Reverse engineering,Standard SUV,l2,Chinese
608,XX enterprise automotive Driving Records Unauthorized Visit Vulnerability,Network,Network,Unauthorized accessing,Low,2023-1-13,1,Port scanning,Large car,l2,Chinese
609,XX enterprise automotive IVI system exists in ADB unauthorized access vulnerabilities,In-vehicle,IVI,Unauthorized accessing,Low,2023-1-13,1,Port scanning,Large car,l2,Chinese
610,XX enterprise automobile 001 Remote Command Execution,In-vehicle,T-Box,Command injection,Medium,2023-1-13,3,Penetration testing,Large car,l2,Chinese
611,XX enterprise automobile IVI Reject Service Vulnerability,In-vehicle,IVI,DoS,Low,2023-1-13,1,Penetration testing,Standard SUV,l2,Chinese
612,XX enterprise automobile Secret Key Key Code Vulnerability,In-vehicle,IVI,Weak password,Low,2023-1-13,1,Reverse engineering,Standard SUV,l2,Chinese
613,XX enterprise Autonomous Driving Collection System Gategory Telnet Telnet empty passwords,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
614,XX enterprise Autonomous Driving Collection System Gate of the ROOT password empty password,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
615,XX enterprise automotive Driving Collection System Network Equipment Telnet Telnet empty passwords,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
616,XX enterprise Autonomous Driving Collection System Network Equipment SSH ROOT password empty passwords,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
617,XX enterprise Autonomous Driving Collection System Network Equipment Telnet Telnet weak password,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
618,XX enterprise Autonomous Driving Collection System Network Equipment SSH ROOT password empty passwords,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
619,XX enterprise Autonomous Driving Collection System Network Equipment Telnet Telnet weak password,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
620,XX enterprise Autonomous Driving Collection System Network Equipment SSH ROOT password weak password,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
621,XX enterprise automobile domain controller system root password empty password,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
622,XX enterprise Auto ADAS System SSH ROOT empty password,Network,Network,Weak password,Low,2023-1-13,1,Port scanning,,-,-
623,XX enterprise automobile remote control air conditioning vulnerability,In-vehicle,IVI,Command injection,High,2023-1-13,3,Penetration testing,Standard SUV,l2,Chinese
624,XX enterprise automobile Extraorded Query Modify vehicle Hidden Privacy Settings,Outside-vehicle,Cloud platform,Unauthorized accessing,Low,2023-1-11,3,Traffic analysis,,-,-
625,XX enterprise automotive Machine Null-PTR-DEREF kernel vulnerability,In-vehicle,IVI,Kernel,Medium,2023-1-11,1,Reverse engineering,Standard SUV,l2,Chinese
626,XX enterprise automotive Mot CVE-2019-13272 kernel vulnerabilities,In-vehicle,IVI,Kernel,Medium,2023-1-11,1,Reverse engineering,Standard SUV,l2,Chinese
627,XX enterprise automobile Existence can turn on the engineering mode to enter ADB debugging,In-vehicle,IVI,Unauthorized accessing,High,2023-1-10,1,Penetration testing,,-,-
628,XX enterprise automotive Motor Maste Installed APK,In-vehicle,IVI,Arbitrary software installation,Medium,2023-1-10,1,Reverse engineering,,-,-
629,XX enterprise car engineering model can modify the VIN code,In-vehicle,IVI,File tampering,Medium,2023-1-10,1,Penetration testing,,-,-
630,XX enterprise automotive Engineering Model has not set a password check,In-vehicle,IVI,Weak password,Medium,2023-1-10,1,Port scanning,,-,-
631,XX enterprise automotive vehicle Bluetooth Reject Service Vulnerability,In-vehicle,IVI,DoS,Low,2023-1-9,1,Signal interception,Large car,l2,Chinese
632,The hotspot of the XX enterprise automobile vehicle is not done in the network segment isolation and the TBOX has a weak password,In-vehicle,T-Box,Weak password,Medium,2023-1-9,1,Port scanning,,-,-
633,XX enterprise automobile Cloud Platform API Unauthorized call,Outside-vehicle,Cloud platform,Unauthorized accessing,Low,2023-1-8,3,Penetration testing,,-,-
634,XX enterprise automobile DNSMASQ Reject Service,In-vehicle,IVI,DoS,Low,2023-1-8,1,Port scanning,,-,-
635,XX enterprise automobile VIN Code ICCID Information Leaks,In-vehicle,IVI,Information leakage,Low,2023-1-8,1,Traffic analysis,,-,-
636,XX enterprise Auto RADIO module can operate,In-vehicle,IVI,Unauthorized accessing,Low,2023-1-8,1,Signal interception,,-,-
637,XX enterprise automotive IVI Location Information Discovery,In-vehicle,IVI,Information leakage,Low,2023-1-8,1,Traffic analysis,,-,-
638,XX enterprise automobile IVI ADB Certification bypass,In-vehicle,IVI,Unauthorized accessing,Medium,2023-1-8,1,Reverse engineering,,-,-
639,XX enterprise automotive APP installation limit is bypassing and can be installed any app,In-vehicle,IVI,Arbitrary software installation,Medium,2023-1-8,1,Penetration testing,,-,-
640,XX enterprise car bypassed the web browser,In-vehicle,IVI,Unauthorized accessing,Medium,2023-1-8,1,Penetration testing,,-,-
641,XX enterprise car background setting is bypassed and can open the developer mode,In-vehicle,IVI,Unauthorized accessing,Medium,2023-1-8,1,Penetration testing,,-,-
642,XX enterprise automobile APP communication leaks a platform account password,Outside-vehicle,APP,Weak password,Low,2023-1-8,3,Traffic analysis,Large car,l2,Chinese
643,XX enterprise automotive vehicle Browser Vulnerability,In-vehicle,IVI,Kernel,Low,2023-1-8,1,Reverse engineering,Large car,l2,Chinese
644,XX enterprise automotive Port information leakage,In-vehicle,IVI,Information leakage,Low,2023-1-8,1,Port scanning,Large car,l2,Chinese
645,XX enterprise Tee leak MQTT certification certificate,In-vehicle,T-Box,Information leakage,Medium,2023-1-7,3,Traffic analysis,,-,-
646,XX enterprise Auto Service Unauthorized Visit,Network,Network,Unauthorized accessing,Medium,2023-1-7,1,Penetration testing,Mid-Size car,l2,American
647,XX enterprise automobile Websocket abnormal session leads to navigation restart,In-vehicle,IVI,DoS,Low,2023-1-5,1,Traffic analysis,,-,-
648,XX enterprise automobile vehicle Bluetooth Analysis Vulnerability,In-vehicle,IVI,DoS,Low,2023-1-5,1,Signal interception,Large car,l2,Chinese
649,XX enterprise Auto Auto Machine WIFI Pay Resolution Vulnerability,In-vehicle,IVI,DoS,Low,2023-1-5,1,Port scanning,Large car,l2,Chinese
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
